sexo,idade,cor,MSAU051,escolaridade,formacao
Masculino,44,Parda,Sim,Ensino superior completo,Jornalismo
Feminino,36,Branca,Não,Especialização,Administração
Masculino,58,Parda,Sim,Ensino superior incompleto,-
Masculino,51,Amarela,Sim,Ensino superior completo,Assistência social
Masculino,44,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,26,Branca,Sim,Especialização,Pedagogia
Masculino,32,Parda,Sim,Ensino superior completo,Nutrição
Masculino,67,Branca,Sim,Ensino superior completo,Assistência social
Feminino,50,Preta,Sim,Especialização,Pedagogia
Masculino,52,Parda,Não,Especialização,Medicina
Masculino,50,Branca,Não,Ensino superior completo,Sociologia
Masculino,33,Branca,Não,Ensino superior completo,Enfermagem
Feminino,53,Parda,Não,Ensino superior completo,Administração
Feminino,60,Branca,Não,Especialização,Medicina
Feminino,40,Branca,Sim,Ensino superior completo,Administração
Masculino,40,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,32,Parda,Sim,Ensino superior completo,Psicologia
Feminino,43,Parda,Não,Ensino superior completo,Administração
Feminino,31,Branca,Sim,Ensino superior incompleto,-
Feminino,62,Branca,Sim,Ensino superior completo,Direito
Masculino,48,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,41,Parda,Sim,Especialização,Pedagogia
Feminino,47,Parda,Sim,Especialização,Administração
Feminino,38,Branca,Não,Ensino superior completo,Pedagogia
Masculino,62,Branca,Não,Ensino superior completo,Administração
Masculino,42,Parda,Não,Ensino superior completo,Pedagogia
Masculino,41,Branca,Não,Ensino superior completo,Pedagogia
Feminino,41,Branca,Sim,Ensino superior completo,Administração
Feminino,36,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,30,Parda,Sim,Ensino superior completo,Medicina
Masculino,49,Parda,Sim,Especialização,Enfermagem
Masculino,39,Parda,Sim,Especialização,Sociologia
Feminino,54,Parda,Sim,Ensino superior completo,Direito
Masculino,29,Parda,Sim,Especialização,Administração
Feminino,67,Branca,Sim,Ensino superior completo,Administração
Feminino,32,Parda,Sim,Especialização,Pedagogia
Feminino,40,Branca,Sim,Especialização,Direito
Masculino,34,Parda,Sim,Especialização,Pedagogia
Feminino,32,Parda,Sim,Ensino superior completo,Enfermagem
Feminino,31,Parda,Sim,Especialização,Pedagogia
Feminino,47,Parda,Sim,Especialização,Pedagogia
Feminino,28,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,56,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,43,Parda,Sim,Especialização,Pedagogia
Masculino,34,Parda,Sim,Especialização,Terapia ocupacional
Masculino,42,Branca,Não,Ensino superior completo,Medicina
Feminino,40,Parda,Sim,Especialização,Pedagogia
Feminino,54,Branca,Sim,Mestrado,Pedagogia
Masculino,39,Branca,Sim,Especialização,Pedagogia
Feminino,40,Parda,Sim,Especialização,Pedagogia
Feminino,48,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,53,Branca,Não,Especialização,Medicina
Masculino,39,Branca,Não,Ensino superior completo,Pedagogia
Feminino,40,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,35,Parda,Não,Ensino superior completo,Pedagogia
Feminino,62,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,27,Branca,Sim,Especialização,Pedagogia
Masculino,53,Branca,Sim,Ensino superior completo,Administração
Masculino,42,Branca,Não,Ensino superior completo,Administração
Masculino,30,Parda,Não,Ensino superior completo,Assistência social
Feminino,37,Parda,Não,Especialização,Enfermagem
Masculino,65,Parda,Sim,Ensino superior completo,Administração
Feminino,38,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,39,Branca,Não,Especialização,Pedagogia
Masculino,58,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,33,Branca,Sim,Ensino superior incompleto,-
Masculino,54,Parda,Sim,Ensino fundamental (1º Grau) incompleto,-
Feminino,42,Amarela,Não,Ensino superior completo,Administração
Masculino,44,Parda,Sim,Ensino superior completo,Administração
Feminino,50,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,55,Parda,Sim,Ensino superior completo,Assistência social
Masculino,47,Parda,Não,Ensino médio (2º Grau) completo,-
Masculino,23,Branca,Sim,Especialização,Pedagogia
Feminino,31,Branca,Sim,Especialização,Pedagogia
Masculino,40,Parda,Sim,Ensino superior completo,Assistência social
Masculino,36,Parda,Sim,Ensino superior incompleto,-
Masculino,36,Parda,Sim,Especialização,Nutrição
Feminino,64,Parda,Sim,Ensino superior completo,Administração
Feminino,53,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,33,Branca,Não,Especialização,Psicologia
Feminino,36,Parda,Sim,Ensino superior completo,Sociologia
Masculino,33,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,45,Preta,Sim,Ensino médio (2º Grau) completo,-
Masculino,56,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,34,Parda,Sim,Ensino superior completo,Administração
Feminino,41,Parda,Sim,Especialização,Administração
Feminino,27,Branca,Sim,Ensino superior completo,Administração
Feminino,36,Branca,Sim,Especialização,Enfermagem
Feminino,41,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,28,Preta,Sim,Ensino superior completo,Pedagogia
Feminino,52,Branca,Não,Ensino superior completo,Sociologia
Masculino,51,Branca,Não,Especialização,Medicina
Masculino,61,Parda,Sim,Ensino superior completo,Enfermagem
Feminino,49,Branca,Sim,Ensino superior completo,Administração
Feminino,44,Parda,Sim,Ensino superior completo,Administração
Feminino,49,Parda,Não,Especialização,Sociologia
Feminino,57,Parda,Sim,Ensino superior completo,Assistência social
Masculino,53,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,38,Branca,Sim,Ensino superior completo,Nutrição
Feminino,37,Branca,Não,Mestrado,Pedagogia
Feminino,32,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,46,Branca,Sim,Especialização,Direito
Feminino,31,Branca,Sim,Especialização,Pedagogia
Masculino,32,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,34,Parda,Sim,Especialização,Assistência social
Feminino,30,Parda,Não,Ensino superior completo,Psicologia
Masculino,28,Preta,Sim,Ensino superior incompleto,-
Masculino,55,Parda,Não,Ensino superior completo,Pedagogia
Feminino,46,Parda,Não,Especialização,Administração
Feminino,44,Branca,Sim,Especialização,Pedagogia
Feminino,48,Preta,Sim,Ensino superior incompleto,-
Masculino,31,Parda,Sim,Ensino superior incompleto,-
Feminino,29,Parda,Sim,Ensino superior completo,Assistência social
Masculino,30,Branca,Não,Especialização,Administração
Feminino,33,Parda,Sim,Ensino superior completo,Administração
Masculino,43,Branca,Sim,Especialização,Administração
Feminino,40,Parda,Sim,Ensino superior completo,Assistência social
Feminino,47,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,44,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,61,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,33,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,29,Parda,Sim,Especialização,Pedagogia
Masculino,26,Parda,Sim,Ensino superior completo,Jornalismo
Masculino,34,Branca,Sim,Especialização,Assistência social
Feminino,47,Parda,Sim,Especialização,Pedagogia
Masculino,40,Parda,Sim,Especialização,Enfermagem
Masculino,41,Parda,Sim,Especialização,Pedagogia
Feminino,39,Preta,Sim,Ensino superior completo,Sociologia
Masculino,38,Parda,Não,Ensino superior completo,Assistência social
Feminino,31,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,70,Parda,Não,Ensino superior completo,Enfermagem
Masculino,47,Parda,Sim,Especialização,Enfermagem
Feminino,49,Parda,Sim,Ensino superior completo,Direito
Masculino,31,Preta,Não,Especialização,Enfermagem
Masculino,47,Parda,Não,Ensino médio (2º Grau) completo,-
Masculino,41,Branca,Não,Ensino superior completo,Administração
Masculino,37,Branca,Não,Especialização,Medicina
Feminino,30,Branca,Não,Ensino superior completo,Administração
Feminino,35,Branca,Sim,Ensino superior incompleto,-
Masculino,39,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,53,Parda,Sim,Especialização,Assistência social
Masculino,58,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,54,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,44,Parda,Não,Especialização,Sociologia
Feminino,31,Parda,Não,Especialização,Enfermagem
Masculino,31,Parda,Não,Especialização,Jornalismo
Feminino,46,Branca,Não,Especialização,Administração
Masculino,46,Parda,Sim,Especialização,Assistência social
Feminino,36,Branca,Não,Especialização,Enfermagem
Feminino,32,Preta,Não,Ensino superior completo,Direito
Masculino,44,Preta,Sim,Especialização,Pedagogia
Feminino,24,Parda,Sim,Especialização,Administração
Masculino,56,Branca,Não,Especialização,Enfermagem
Feminino,31,Parda,Sim,Especialização,Pedagogia
Feminino,30,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,34,Preta,Não,Ensino superior completo,Pedagogia
Masculino,31,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,65,Branca,Não,Ensino superior completo,Enfermagem
Feminino,54,Parda,Sim,Ensino médio (2º Grau) incompleto,-
Masculino,40,Parda,Sim,Especialização,Assistência social
Feminino,46,Branca,Não,Especialização,Direito
Feminino,47,Parda,Sim,Especialização,Pedagogia
Masculino,32,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,28,Parda,Não,Especialização,Administração
Masculino,50,Parda,Sim,Ensino superior completo,Assistência social
Masculino,40,Branca,Não,Ensino superior completo,Assistência social
Feminino,45,Branca,Não,Especialização,Pedagogia
Feminino,42,Amarela,Não,Ensino superior completo,Direito
Masculino,42,Branca,Não,Ensino superior incompleto,-
Masculino,41,Branca,Sim,Ensino superior completo,Assistência social
Feminino,45,Branca,Sim,Especialização,Pedagogia
Feminino,35,Parda,Sim,Ensino superior completo,Sociologia
Feminino,51,Parda,Sim,Ensino superior completo,Sociologia
Feminino,36,Parda,Sim,Especialização,Pedagogia
Feminino,30,Branca,Sim,Ensino superior completo,Assistência social
Feminino,35,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,30,Parda,Não,Especialização,Administração
Masculino,37,Parda,Sim,Ensino superior completo,Jornalismo
Masculino,36,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,31,Branca,Não,Ensino superior completo,Sociologia
Masculino,42,Branca,Não,Especialização,Administração
Masculino,35,Parda,Sim,Especialização,Nutrição
Feminino,43,Branca,Sim,Especialização,Sociologia
Feminino,31,Branca,Não,Ensino superior completo,Pedagogia
Feminino,56,Branca,Não,Especialização,Direito
Masculino,45,Branca,Sim,Ensino superior completo,Assistência social
Feminino,56,Parda,Não,Ensino superior completo,Direito
Feminino,65,Preta,Sim,Especialização,Pedagogia
Masculino,51,Parda,Não,Ensino médio (2º Grau) completo,-
Feminino,51,Branca,Não,Ensino superior completo,Pedagogia
Masculino,46,Parda,Não,Ensino superior incompleto,-
Feminino,35,Branca,Não,Ensino superior completo,Pedagogia
Feminino,28,Branca,Não,Especialização,Enfermagem
Feminino,36,Parda,Não,Ensino superior completo,Pedagogia
Feminino,25,Branca,Não,Ensino superior completo,Jornalismo
Feminino,61,Preta,Não,Ensino superior incompleto,-
Feminino,30,Parda,Não,Especialização,Pedagogia
Masculino,36,Preta,Sim,Ensino médio (2º Grau) completo,-
Masculino,45,Branca,Sim,Ensino superior completo,Administração
Masculino,39,Parda,Sim,Ensino superior completo,Jornalismo
Feminino,37,Parda,Sim,Especialização,Pedagogia
Feminino,42,Parda,Não,Especialização,Pedagogia
Feminino,37,Branca,Sim,Especialização,Assistência social
Masculino,33,Branca,Sim,Ensino superior completo,Administração
Feminino,43,Branca,Não,Especialização,Pedagogia
Feminino,49,Parda,Não,Ensino superior completo,Administração
Feminino,28,Parda,Não,Ensino superior completo,Pedagogia
Feminino,32,Parda,Sim,Ensino superior completo,Administração
Masculino,47,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,43,Branca,Não,Ensino superior completo,Nutrição
Masculino,45,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,59,Branca,Não,Ensino superior completo,Jornalismo
Feminino,28,Parda,Sim,Especialização,Direito
Masculino,52,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,37,Parda,Sim,Ensino superior incompleto,-
Feminino,34,Branca,Sim,Ensino superior completo,Sociologia
Feminino,59,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,61,Parda,Sim,Ensino superior completo,Administração
Masculino,30,Parda,Sim,Ensino superior completo,Administração
Masculino,55,Parda,Sim,Especialização,Administração
Masculino,43,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,31,Parda,Sim,Especialização,Pedagogia
Masculino,35,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,63,Branca,Não,Especialização,Enfermagem
Masculino,45,Parda,Não,Ensino superior completo,Administração
Masculino,45,Parda,Não,Ensino superior completo,Assistência social
Feminino,26,Preta,Sim,Ensino superior completo,Pedagogia
Masculino,34,Parda,Sim,Ensino superior completo,Enfermagem
Masculino,31,Parda,Não,Ensino superior completo,Administração
Masculino,33,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,33,Branca,Sim,Especialização,Administração
Feminino,41,Parda,Sim,Especialização,Administração
Feminino,37,Branca,Sim,Ensino superior completo,Administração
Feminino,34,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,45,Branca,Sim,Ensino superior incompleto,-
Feminino,32,Branca,Não,Especialização,Administração
Masculino,37,Parda,Não,Ensino superior incompleto,-
Feminino,27,Parda,Sim,Especialização,Pedagogia
Feminino,46,Parda,Não,Ensino superior incompleto,-
Feminino,25,Branca,Sim,Ensino superior completo,Administração
Masculino,34,Parda,Não,Especialização,Administração
Feminino,35,Preta,Sim,Ensino superior completo,Administração
Feminino,33,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,39,Parda,Sim,Ensino superior completo,Administração
Masculino,52,Parda,Não,Ensino superior completo,Assistência social
Masculino,34,Preta,Sim,Especialização,Pedagogia
Feminino,51,Parda,Sim,Especialização,Administração
Feminino,39,Parda,Não,Ensino superior completo,Pedagogia
Feminino,55,Branca,Sim,Ensino superior completo,Administração
Feminino,44,Parda,Não,Ensino superior completo,Sociologia
Feminino,34,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,52,Branca,Não,Ensino fundamental (1º Grau) incompleto,-
Masculino,30,Branca,Sim,Especialização,Pedagogia
Feminino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,45,Parda,Sim,Ensino superior completo,Sociologia
Feminino,55,Parda,Sim,Especialização,Sociologia
Feminino,36,Parda,Sim,Ensino superior completo,Direito
Feminino,40,Parda,Sim,Especialização,Direito
Feminino,27,Branca,Não,Ensino superior completo,Administração
Feminino,29,Parda,Sim,Especialização,Nutrição
Masculino,40,Parda,Não,Ensino médio (2º Grau) completo,-
Feminino,38,Parda,Não,Mestrado,Pedagogia
Feminino,46,Branca,Sim,Ensino superior completo,Administração
Feminino,41,Parda,Não,Ensino superior completo,Direito
Masculino,44,Parda,Não,Ensino médio (2º Grau) completo,-
Feminino,42,Parda,Sim,Especialização,Administração
Masculino,42,Branca,Não,Especialização,Enfermagem
Masculino,48,Parda,Não,Ensino médio (2º Grau) incompleto,-
Masculino,40,Parda,Sim,Ensino superior completo,Administração
Masculino,49,Branca,Sim,Especialização,Administração
Feminino,33,Parda,Não,Ensino superior completo,Sociologia
Feminino,51,Branca,Não,Ensino superior completo,Jornalismo
Feminino,51,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,39,Branca,Sim,Especialização,Direito
Masculino,32,Parda,Não,Especialização,Pedagogia
Feminino,39,Branca,Não,Ensino superior completo,Sociologia
Masculino,40,Parda,Não,Ensino superior completo,Administração
Feminino,42,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,29,Branca,Não,Especialização,Administração
Feminino,38,Parda,Não,Ensino superior completo,Administração
Feminino,48,Parda,Sim,Especialização,Administração
Feminino,56,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,45,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,35,Parda,Sim,Ensino superior completo,Administração
Feminino,40,Parda,Sim,Ensino superior completo,Sociologia
Feminino,39,Parda,Sim,Ensino superior completo,Enfermagem
Feminino,32,Branca,Não,Mestrado,Administração
Feminino,65,Parda,Sim,Especialização,Pedagogia
Masculino,55,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,36,Branca,Sim,Ensino superior completo,Administração
Feminino,54,Parda,Sim,Especialização,Pedagogia
Feminino,43,Preta,Sim,Ensino superior completo,Administração
Masculino,41,Parda,Não,Ensino médio (2º Grau) completo,-
Feminino,31,Parda,Sim,Especialização,Pedagogia
Feminino,49,Branca,Não,Especialização,Pedagogia
